Age,Gender,Tribe,Father_Tribe,Mother_Tribe,Same_Tribe_Parents,Place_of_Birth,Current_Residence,Migrated,Number_of_Siblings,Lived_with_Grandparents,MT_Taught_in_School,Language_Spoken_by_Parents,Language_Spoken_with_Siblings,Ever_Visited_Village,Attended_Cultural_Meetings,Belongs_to_Cultural_Group,MT_Used_in_Church_or_Mosque,Knows_Songs_in_MT,Wants_Children_to_Speak_MT,MT_Proficiency,Cultural_Identity_Strength
15,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Bakweri Village,No,3,Yes,No,Mix of MT and Pidgin,English,Yes,Yes,No,Cameroonian Pidgin English,Yes,Yes,Basic,Moderate
20,Male,Fulani,Fulani,Fulani,Yes,Littoral,Fulani Camp,No,4,No,No,Fulfulde (mother tongue),Cameroonian Pidgin English,No,No,Yes,Does not attend,Yes,Yes,Minimal,Weak
13,Female,Bafut,Bafut,Bafut,Yes,Centre,Douala,No,5,Yes,No,Mix of MT and Pidgin,Mix of MT and Pidgin,Yes,No,No,Mix of MT and French,Yes,No,Minimal,Weak
12,Male,Meta,Meta,Bafut,No,Bamenda,Bafoussam,No,7,Yes,Yes,Meta (mother tongue),Mix of MT and Pidgin,No,No,No,Mix of MT and French,Yes,No,Basic,Weak
4,Male,Bakweri,Bakweri,Bafut,No,Yaoundé,Limbe,Yes,3,No,No,Mix of Pidgin and English,Cameroonian Pidgin English,Yes,No,No,English,No,Yes,None,Detached
18,Female,Bafut,Bafut,Bafut,Yes,Buea,Bafoussam,No,3,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,Bafut (mother tongue),Yes,Yes,Fluent,Moderate
10,Female,Meta,Meta,Bafut,No,Yaoundé,Yaoundé,No,1,No,No,Meta (mother tongue),Mix of MT and French,Yes,Yes,Yes,English,Yes,Yes,Basic,Moderate
12,Male,Bafut,Bafut,Bafut,Yes,Bamenda,Bamenda,Yes,2,No,Yes,Mix of MT and French,Bafut (mother tongue),No,No,No,Mix of Pidgin and French,Yes,Yes,None,Detached
8,Female,Fulani,Fulani,Fulani,Yes,Littoral,Garoua,Yes,7,Yes,No,French,Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Strong
8,Male,Bafut,Bafut,Bafut,Yes,Buea,Bafut Village,Yes,6,No,No,French,French,Yes,No,Yes,French,Yes,Yes,Minimal,Moderate
9,Female,Bafut,Bafut,Meta,No,Littoral,Bafut Village,Yes,4,Yes,Yes,Bafut (mother tongue),Cameroonian Pidgin English,Yes,Yes,No,Bafut (mother tongue),Yes,No,Conversational,Moderate
24,Female,Bafut,Bafut,Fulani,No,North West,Bafut Village,Yes,4,No,No,Bafut (mother tongue),Mix of MT and French,No,No,No,Bafut (mother tongue),Yes,Yes,Minimal,Detached
20,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Yaoundé,No,1,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Fluent,Strong
11,Male,Bafut,Bafut,Fulani,No,Yaoundé,Yaoundé,No,2,No,No,Bafut (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,Bafut (mother tongue),No,Yes,Basic,Moderate
16,Male,Bafut,Bafut,Meta,No,Buea,Douala,No,4,No,No,Mix of Pidgin and French,Mix of Pidgin and French,Yes,No,Yes,French,No,No,None,Weak
15,Female,Bakweri,Bakweri,Bafut,No,Buea,Douala,Yes,2,Yes,No,English,Mix of MT and Pidgin,Yes,No,No,Mokpwe (mother tongue),Yes,Yes,None,Weak
12,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Bakweri Village,No,3,Yes,No,Mix of Pidgin and English,Mix of MT and English,No,Yes,No,French,Yes,Yes,Basic,Moderate
8,Female,Bakweri,Bakweri,Meta,No,Buea,Buea,Yes,4,No,No,Mokpwe (mother tongue),Mix of Pidgin and English,No,Yes,No,Mix of MT and English,Yes,Yes,None,Weak
17,Female,Bafut,Bafut,Bakweri,No,Littoral,Bamenda,Yes,7,No,No,Bafut (mother tongue),French,Yes,Yes,Yes,French,Yes,No,Basic,Strong
6,Female,Meta,Meta,Meta,Yes,Centre,Yaoundé,Yes,4,No,No,French,Meta (mother tongue),Yes,No,Yes,Meta (mother tongue),No,No,Minimal,Weak
21,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Yaoundé,Yes,4,Yes,No,Mix of Fulfulde and French,Fulfulde (mother tongue),No,Yes,Yes,Hausa,Yes,Yes,Conversational,Strong
13,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Buea,Yes,4,No,No,French,Mokpwe (mother tongue),No,No,Yes,Cameroonian Pidgin English,No,No,Minimal,Detached
8,Male,Bafut,Bafut,Bafut,Yes,Buea,Bafoussam,Yes,2,No,No,Cameroonian Pidgin English,Bafut (mother tongue),Yes,No,No,Bafut (mother tongue),Yes,Yes,Minimal,Weak
6,Male,Fulani,Fulani,Bakweri,No,North,Douala,No,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,Yes,Yes,Fluent,Moderate
6,Male,Bafut,Bafut,Bakweri,No,South West,Bafut Village,Yes,2,No,No,Mix of Pidgin and French,Bafut (mother tongue),Yes,No,Yes,French,Yes,Yes,Minimal,Weak
12,Female,Bafut,Bafut,Bafut,Yes,Yaoundé,Yaoundé,No,2,No,No,Cameroonian Pidgin English,Cameroonian Pidgin English,Yes,Yes,Yes,French,No,Yes,Basic,Moderate
16,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Yaoundé,No,3,Yes,No,French,Mix of Pidgin and English,Yes,No,Yes,English,Yes,Yes,Basic,Moderate
18,Female,Bafut,Bafut,Bafut,Yes,North West,Bamenda,Yes,2,Yes,No,French,Mix of MT and French,Yes,No,Yes,French,No,No,Minimal,Weak
20,Male,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Limbe,Yes,3,No,No,Mix of Pidgin and English,Mokpwe (mother tongue),No,Yes,Yes,Mokpwe (mother tongue),No,No,Minimal,Moderate
18,Female,Fulani,Fulani,Fulani,Yes,Centre,Fulani Camp,Yes,1,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,Yes,Yes,Conversational,Moderate
5,Male,Bafut,Bafut,Fulani,No,Buea,Yaoundé,Yes,2,No,No,Bafut (mother tongue),English,Yes,Yes,No,French,No,Yes,Minimal,Weak
17,Male,Bafut,Bafut,Bafut,Yes,Buea,Bafut Village,Yes,6,No,No,Mix of Pidgin and French,Bafut (mother tongue),Yes,No,No,English,Yes,No,Minimal,Weak
19,Female,Meta,Meta,Meta,Yes,Bamenda,Bafoussam,No,1,No,No,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,No,French,No,Yes,Basic,Weak
10,Female,Bafut,Bafut,Bafut,Yes,North West,Yaoundé,Yes,3,Yes,Yes,English,Bafut (mother tongue),No,Yes,No,French,No,Yes,Basic,Weak
16,Female,Bakweri,Bakweri,Meta,No,Yaoundé,Douala,Yes,4,No,No,Mokpwe (mother tongue),Cameroonian Pidgin English,Yes,Yes,No,French,No,No,Minimal,Weak
22,Male,Bakweri,Bakweri,Fulani,No,Douala,Limbe,No,2,No,No,Cameroonian Pidgin English,Mix of Pidgin and English,Yes,Yes,No,English,No,Yes,Minimal,Weak
17,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Douala,No,2,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,Yes,No,English,Yes,No,Conversational,Weak
21,Female,Meta,Meta,Meta,Yes,Littoral,Douala,No,4,Yes,No,Meta (mother tongue),Mix of Pidgin and French,Yes,Yes,Yes,Mix of MT and French,No,Yes,Conversational,Moderate
8,Male,Meta,Meta,Fulani,No,Littoral,Douala,Yes,7,Yes,No,French,English,No,No,Yes,Cameroonian Pidgin English,Yes,Yes,None,Weak
8,Female,Bafut,Bafut,Meta,No,Bamenda,Bamenda,Yes,1,Yes,No,Cameroonian Pidgin English,Bafut (mother tongue),No,Yes,Yes,Cameroonian Pidgin English,Yes,Yes,Minimal,Moderate
23,Male,Bafut,Bafut,Bafut,Yes,Centre,Douala,No,3,Yes,No,Bafut (mother tongue),Mix of Pidgin and French,No,Yes,No,Cameroonian Pidgin English,Yes,No,Basic,Moderate
20,Female,Bafut,Bafut,Meta,No,Centre,Bafoussam,No,4,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,Yes,French,No,Yes,Basic,Weak
15,Female,Meta,Meta,Bakweri,No,Buea,Yaoundé,No,3,No,No,French,Meta (mother tongue),No,No,Yes,English,No,No,Minimal,Weak
19,Male,Meta,Meta,Bafut,No,Bamenda,Bafoussam,No,3,Yes,Yes,French,English,No,No,No,French,Yes,Yes,Minimal,Detached
5,Male,Meta,Meta,Bakweri,No,Centre,Yaoundé,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,Cameroonian Pidgin English,No,No,Basic,Detached
23,Male,Bakweri,Bakweri,Bafut,No,North West,Yaoundé,Yes,4,No,No,Mix of MT and Pidgin,English,No,No,No,French,Yes,Yes,None,Detached
5,Male,Meta,Meta,Meta,Yes,South West,Douala,No,6,Yes,No,French,Meta (mother tongue),Yes,Yes,Yes,French,No,No,Conversational,Strong
15,Female,Bakweri,Bakweri,Meta,No,North West,Yaoundé,No,3,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,Yes,Yes,English,Yes,No,Conversational,Strong
6,Male,Meta,Meta,Meta,Yes,Centre,Bafoussam,No,3,Yes,No,Meta (mother tongue),Meta (mother tongue),No,Yes,No,Cameroonian Pidgin English,Yes,Yes,Conversational,Weak
10,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Douala,Yes,4,Yes,No,Mokpwe (mother tongue),Mix of MT and English,Yes,No,No,French,Yes,Yes,Minimal,Weak
24,Male,Fulani,Fulani,Bafut,No,Far North,Ngaoundéré,Yes,6,No,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),Yes,Yes,Basic,Moderate
21,Female,Fulani,Fulani,Fulani,Yes,Littoral,Maroua,Yes,4,No,No,Mix of Fulfulde and Arabic,Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Basic,Moderate
8,Male,Bafut,Bafut,Bakweri,No,South West,Bafut Village,Yes,3,Yes,No,French,French,No,Yes,No,Bafut (mother tongue),Yes,Yes,Minimal,Moderate
4,Male,Meta,Meta,Meta,Yes,South West,Douala,No,2,Yes,No,Meta (mother tongue),Mix of Pidgin and French,Yes,Yes,Yes,Meta (mother tongue),Yes,No,Conversational,Strong
13,Female,Fulani,Fulani,Fulani,Yes,Douala,Fulani Camp,Yes,4,No,No,Mix of Fulfulde and Hausa,Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,Yes,Yes,Minimal,Weak
20,Female,Bafut,Bafut,Bafut,Yes,Bamenda,Bafut Village,No,4,Yes,No,Cameroonian Pidgin English,Cameroonian Pidgin English,Yes,Yes,No,French,No,No,Basic,Moderate
24,Female,Meta,Meta,Bakweri,No,Douala,Bamenda,No,4,Yes,No,Mix of MT and French,Meta (mother tongue),Yes,No,Yes,English,Yes,Yes,Basic,Moderate
18,Male,Fulani,Fulani,Meta,No,Far North,Douala,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Strong
15,Female,Meta,Meta,Meta,Yes,Douala,Yaoundé,No,3,No,Yes,Mix of MT and French,Meta (mother tongue),Yes,Yes,Yes,Meta (mother tongue),No,No,Conversational,Moderate
4,Male,Meta,Meta,Bakweri,No,South West,Meta Village,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),No,No,Yes,English,Yes,Yes,Basic,Weak
8,Female,Fulani,Fulani,Fulani,Yes,Douala,Ngaoundéré,No,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,Yes,Arabic (Quran),Yes,No,Basic,Weak
14,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Yaoundé,No,3,Yes,Yes,Mix of MT and English,Mokpwe (mother tongue),No,No,No,French,Yes,No,Basic,Weak
20,Female,Meta,Meta,Meta,Yes,Douala,Yaoundé,Yes,3,No,No,Meta (mother tongue),English,No,No,Yes,Mix of Pidgin and French,Yes,Yes,Minimal,Weak
9,Female,Meta,Meta,Meta,Yes,North West,Meta Village,No,4,Yes,No,Meta (mother tongue),English,No,Yes,Yes,Cameroonian Pidgin English,No,Yes,Conversational,Moderate
8,Male,Meta,Meta,Fulani,No,Douala,Bafoussam,No,4,No,No,Mix of MT and French,English,Yes,Yes,Yes,Meta (mother tongue),Yes,Yes,Minimal,Moderate
22,Female,Bakweri,Bakweri,Meta,No,Bamenda,Buea,No,5,No,No,Mokpwe (mother tongue),Mix of MT and English,Yes,Yes,No,Cameroonian Pidgin English,Yes,Yes,Basic,Weak
11,Male,Meta,Meta,Bafut,No,Buea,Bamenda,No,2,Yes,Yes,Mix of Pidgin and French,Mix of MT and French,Yes,Yes,No,Meta (mother tongue),No,Yes,Minimal,Weak
19,Male,Meta,Meta,Meta,Yes,Bamenda,Bamenda,Yes,5,Yes,No,Meta (mother tongue),Meta (mother tongue),No,No,No,French,Yes,No,Minimal,Weak
8,Female,Bakweri,Bakweri,Meta,No,Douala,Douala,Yes,4,No,No,Mokpwe (mother tongue),English,Yes,No,Yes,Cameroonian Pidgin English,Yes,Yes,Minimal,Weak
15,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Buea,Yes,4,Yes,Yes,Mokpwe (mother tongue),Mix of Pidgin and English,No,Yes,No,Mokpwe (mother tongue),No,No,Basic,Weak
5,Male,Meta,Meta,Bafut,No,North West,Bamenda,No,2,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,French,No,Yes,Conversational,Strong
20,Male,Bafut,Bafut,Bafut,Yes,Littoral,Bamenda,Yes,3,No,Yes,Bafut (mother tongue),Bafut (mother tongue),No,Yes,Yes,French,Yes,No,Conversational,Moderate
18,Male,Bafut,Bafut,Meta,No,Bamenda,Bafut Village,No,4,No,Yes,French,Mix of MT and Pidgin,Yes,Yes,No,Bafut (mother tongue),No,No,Minimal,Weak
15,Male,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Bakweri Village,No,3,Yes,No,Mokpwe (mother tongue),French,Yes,No,No,French,Yes,Yes,Basic,Weak
17,Female,Bafut,Bafut,Bafut,Yes,North West,Bafut Village,Yes,3,Yes,No,Bafut (mother tongue),English,Yes,Yes,No,French,Yes,Yes,Basic,Moderate
21,Male,Fulani,Fulani,Fulani,Yes,Littoral,Douala,Yes,6,No,No,Cameroonian Pidgin English,Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),No,Yes,Minimal,Moderate
9,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Bakweri Village,Yes,2,No,No,Mokpwe (mother tongue),French,Yes,Yes,No,English,No,Yes,Basic,Weak
4,Female,Bafut,Bafut,Bafut,Yes,Yaoundé,Bafoussam,No,5,Yes,No,Mix of MT and Pidgin,Mix of Pidgin and French,No,Yes,No,English,No,No,Basic,Weak
11,Male,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Douala,No,0,No,No,Mokpwe (mother tongue),French,Yes,Yes,No,Cameroonian Pidgin English,No,No,Basic,Weak
24,Male,Bakweri,Bakweri,Bakweri,Yes,Douala,Buea,No,3,No,No,Mokpwe (mother tongue),French,Yes,No,No,Mokpwe (mother tongue),No,Yes,Minimal,Detached
19,Male,Bakweri,Bakweri,Fulani,No,Buea,Buea,Yes,4,Yes,No,French,Cameroonian Pidgin English,No,No,Yes,Mokpwe (mother tongue),No,Yes,None,Weak
17,Female,Bafut,Bafut,Fulani,No,Littoral,Yaoundé,Yes,1,No,No,Mix of MT and French,Cameroonian Pidgin English,No,Yes,No,French,Yes,No,None,Weak
23,Male,Bakweri,Bakweri,Bafut,No,South West,Bakweri Village,No,4,Yes,No,Mokpwe (mother tongue),English,Yes,No,No,English,No,No,Minimal,Detached
19,Female,Meta,Meta,Bakweri,No,South West,Meta Village,No,3,No,No,Meta (mother tongue),Meta (mother tongue),No,No,No,French,Yes,Yes,Minimal,Detached
22,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Buea,No,5,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,No,No,Mokpwe (mother tongue),No,No,Basic,Detached
5,Male,Bafut,Bafut,Bafut,Yes,North West,Bafut Village,No,2,Yes,Yes,Bafut (mother tongue),Mix of MT and French,Yes,Yes,No,Cameroonian Pidgin English,No,Yes,Conversational,Moderate
14,Female,Bafut,Bafut,Bafut,Yes,Douala,Yaoundé,Yes,2,Yes,No,Mix of Pidgin and French,Bafut (mother tongue),Yes,Yes,No,Mix of MT and Pidgin,No,Yes,Basic,Moderate
17,Female,Bafut,Bafut,Fulani,No,Bamenda,Bamenda,No,2,No,No,Bafut (mother tongue),Bafut (mother tongue),No,Yes,No,Bafut (mother tongue),No,Yes,Basic,Detached
8,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,Yes,5,Yes,No,Fulfulde (mother tongue),Cameroonian Pidgin English,Yes,No,No,French,Yes,Yes,Minimal,Weak
5,Female,Bakweri,Bakweri,Fulani,No,Yaoundé,Bakweri Village,No,1,No,No,Mokpwe (mother tongue),Mix of Pidgin and English,Yes,No,No,English,Yes,No,Minimal,Weak
5,Female,Bakweri,Bakweri,Bafut,No,North West,Yaoundé,Yes,2,No,Yes,Mokpwe (mother tongue),Mix of Pidgin and English,Yes,No,Yes,Cameroonian Pidgin English,No,No,Minimal,Weak
19,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Bakweri Village,No,3,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,Yes,No,French,No,Yes,Basic,Weak
21,Male,Bafut,Bafut,Bafut,Yes,Littoral,Bafut Village,No,3,No,Yes,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,French,Yes,Yes,Conversational,Moderate
6,Female,Meta,Meta,Meta,Yes,Bamenda,Douala,Yes,4,No,No,Mix of MT and French,Meta (mother tongue),Yes,No,No,Meta (mother tongue),No,No,None,Detached
20,Male,Bafut,Bafut,Bafut,Yes,Yaoundé,Bamenda,No,4,No,No,Bafut (mother tongue),French,No,Yes,No,French,Yes,No,Minimal,Weak
17,Male,Bafut,Bafut,Bafut,Yes,Yaoundé,Bamenda,Yes,2,No,Yes,Mix of MT and Pidgin,French,No,Yes,No,English,No,Yes,None,Detached
22,Female,Bafut,Bafut,Meta,No,Buea,Bafut Village,No,3,Yes,No,English,Mix of MT and French,Yes,No,Yes,French,Yes,No,Basic,Moderate
19,Male,Bafut,Bafut,Bafut,Yes,South West,Bafoussam,Yes,2,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,English,Yes,Yes,Basic,Weak
12,Female,Fulani,Fulani,Bakweri,No,North,Ngaoundéré,No,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Arabic (Quran),No,Yes,Basic,Moderate
19,Female,Bakweri,Bakweri,Meta,No,Buea,Limbe,Yes,5,Yes,No,Mix of MT and English,Mokpwe (mother tongue),Yes,Yes,No,French,No,Yes,Minimal,Weak
11,Male,Bafut,Bafut,Bafut,Yes,Centre,Yaoundé,No,1,No,No,Bafut (mother tongue),English,Yes,Yes,Yes,Bafut (mother tongue),Yes,Yes,Conversational,Strong
6,Female,Bakweri,Bakweri,Bakweri,Yes,Buea,Yaoundé,No,3,No,No,Mokpwe (mother tongue),Mix of Pidgin and English,No,No,No,French,No,Yes,Minimal,Detached
20,Male,Meta,Meta,Meta,Yes,North West,Yaoundé,Yes,2,Yes,No,Meta (mother tongue),Mix of MT and Pidgin,Yes,No,Yes,English,Yes,No,Basic,Moderate
9,Female,Bafut,Bafut,Bafut,Yes,Douala,Bafoussam,No,3,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,English,No,Yes,Fluent,Moderate
21,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Garoua,Yes,2,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Hausa,Yes,Yes,Basic,Moderate
16,Female,Bafut,Bafut,Bakweri,No,North West,Bamenda,Yes,0,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,Yes,English,Yes,No,Conversational,Moderate
13,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Douala,Yes,3,No,No,Mix of MT and English,French,No,No,No,French,No,Yes,None,Detached
7,Male,Bafut,Bafut,Meta,No,Centre,Douala,No,3,Yes,No,Cameroonian Pidgin English,Mix of Pidgin and French,No,No,Yes,Cameroonian Pidgin English,No,Yes,Minimal,Weak
11,Female,Meta,Meta,Meta,Yes,Centre,Meta Village,No,1,No,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,French,Yes,Yes,Conversational,Moderate
20,Male,Bafut,Bafut,Bafut,Yes,Yaoundé,Bafut Village,No,2,Yes,No,French,Bafut (mother tongue),No,No,Yes,English,No,Yes,Basic,Weak
19,Male,Meta,Meta,Meta,Yes,South West,Douala,Yes,2,No,Yes,Cameroonian Pidgin English,Mix of MT and French,No,Yes,No,English,Yes,Yes,Minimal,Weak
16,Male,Fulani,Fulani,Fulani,Yes,Douala,Maroua,No,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Arabic (Quran),Yes,Yes,Conversational,Moderate
21,Male,Fulani,Fulani,Fulani,Yes,Douala,Douala,Yes,3,No,No,Fulfulde (mother tongue),Hausa,Yes,No,Yes,Fulfulde,Yes,Yes,Basic,Weak
24,Male,Bafut,Bafut,Meta,No,Bamenda,Bafut Village,No,5,No,No,Bafut (mother tongue),Bafut (mother tongue),No,No,Yes,French,Yes,Yes,Conversational,Weak
9,Female,Fulani,Fulani,Bafut,No,Douala,Douala,Yes,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Arabic (Quran),No,Yes,Basic,Detached
14,Male,Bakweri,Bakweri,Meta,No,Yaoundé,Douala,Yes,1,No,No,Mix of Pidgin and English,Mokpwe (mother tongue),Yes,Yes,Yes,French,No,Yes,Basic,Moderate
8,Female,Bakweri,Bakweri,Meta,No,Bamenda,Douala,Yes,4,Yes,No,Mix of MT and English,Mokpwe (mother tongue),No,No,No,English,Yes,No,Minimal,Weak
18,Female,Bafut,Bafut,Bakweri,No,Centre,Douala,No,2,Yes,No,Mix of MT and French,French,Yes,No,Yes,English,No,Yes,Minimal,Weak
16,Female,Bakweri,Bakweri,Meta,No,Bamenda,Yaoundé,No,4,Yes,No,Mokpwe (mother tongue),Mix of MT and English,No,No,No,Mokpwe (mother tongue),Yes,Yes,Basic,Weak
15,Female,Meta,Meta,Meta,Yes,Yaoundé,Bamenda,Yes,3,Yes,No,Cameroonian Pidgin English,Mix of MT and Pidgin,Yes,Yes,No,English,Yes,Yes,Basic,Moderate
14,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Maroua,No,1,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Does not attend,Yes,Yes,Fluent,Moderate
14,Female,Bafut,Bafut,Bafut,Yes,Buea,Douala,No,6,Yes,Yes,Bafut (mother tongue),English,Yes,No,No,English,No,No,Basic,Detached
8,Male,Bafut,Bafut,Bafut,Yes,Douala,Bafoussam,No,1,No,No,English,English,Yes,No,Yes,Bafut (mother tongue),No,Yes,Minimal,Weak
6,Male,Bakweri,Bakweri,Fulani,No,Yaoundé,Buea,No,3,No,No,Mokpwe (mother tongue),English,Yes,No,No,Cameroonian Pidgin English,Yes,Yes,Minimal,Weak
15,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Limbe,Yes,3,No,No,Mokpwe (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,Cameroonian Pidgin English,Yes,Yes,Basic,Moderate
19,Male,Meta,Meta,Meta,Yes,Buea,Yaoundé,No,6,Yes,Yes,Cameroonian Pidgin English,Meta (mother tongue),No,No,No,French,Yes,Yes,Minimal,Weak
14,Female,Meta,Meta,Fulani,No,Yaoundé,Bamenda,No,1,Yes,Yes,Meta (mother tongue),Meta (mother tongue),Yes,No,No,Cameroonian Pidgin English,No,No,Conversational,Detached
18,Female,Bafut,Bafut,Fulani,No,South West,Bafut Village,Yes,4,No,Yes,Cameroonian Pidgin English,Bafut (mother tongue),No,No,Yes,French,No,No,Minimal,Weak
23,Male,Bakweri,Bakweri,Meta,No,Centre,Limbe,Yes,2,Yes,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,Yes,No,Cameroonian Pidgin English,Yes,Yes,Conversational,Moderate
19,Female,Bafut,Bafut,Meta,No,Centre,Bafoussam,Yes,3,Yes,No,Bafut (mother tongue),Bafut (mother tongue),No,No,Yes,English,No,Yes,Conversational,Weak
15,Male,Meta,Meta,Bakweri,No,South West,Douala,Yes,7,Yes,No,French,French,Yes,Yes,Yes,Cameroonian Pidgin English,Yes,Yes,Basic,Strong
12,Male,Meta,Meta,Bafut,No,Centre,Meta Village,No,4,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,French,No,Yes,Fluent,Moderate
19,Male,Meta,Meta,Meta,Yes,South West,Bafoussam,Yes,1,No,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,French,Yes,Yes,Basic,Detached
18,Male,Fulani,Fulani,Fulani,Yes,Centre,Douala,Yes,7,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Conversational,Strong
20,Female,Bafut,Bafut,Bakweri,No,Bamenda,Yaoundé,No,6,No,No,Bafut (mother tongue),Mix of MT and Pidgin,No,No,No,French,Yes,No,Minimal,Detached
6,Male,Bakweri,Bakweri,Bakweri,Yes,Douala,Yaoundé,Yes,1,No,No,Mix of MT and English,Mokpwe (mother tongue),No,No,Yes,French,Yes,No,Minimal,Weak
16,Male,Meta,Meta,Meta,Yes,Bamenda,Douala,No,5,No,No,English,French,No,Yes,No,Meta (mother tongue),Yes,Yes,Minimal,Weak
6,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Douala,No,2,No,Yes,Mokpwe (mother tongue),Mokpwe (mother tongue),No,Yes,No,French,Yes,Yes,Conversational,Weak
21,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Maroua,Yes,1,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Strong
14,Female,Bafut,Bafut,Bafut,Yes,Littoral,Bafut Village,No,2,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,Yes,English,No,Yes,Fluent,Weak
15,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Buea,No,4,Yes,No,Mix of Pidgin and English,English,No,No,No,French,Yes,Yes,None,Weak
20,Male,Meta,Meta,Bakweri,No,North West,Meta Village,No,4,Yes,No,Mix of Pidgin and French,Meta (mother tongue),Yes,Yes,No,French,Yes,No,Conversational,Moderate
15,Male,Fulani,Fulani,Fulani,Yes,Douala,Maroua,Yes,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Does not attend,No,Yes,Basic,Moderate
10,Female,Bafut,Bafut,Bafut,Yes,Buea,Bafut Village,No,1,Yes,No,Bafut (mother tongue),English,Yes,Yes,Yes,Bafut (mother tongue),Yes,Yes,Fluent,Strong
6,Female,Fulani,Fulani,Fulani,Yes,Buea,Douala,Yes,8,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Basic,Strong
